Timestamp,Container_ID,Cargo_Type,Origin,Destination,Temperature_C,Humidity_Percent,Vibration_Level,Distance_Remaining_km,Spoilage_Risk,Recommended_Action,Alert_Status
2026-08-09 09:33:58.587151,CONT_001,Vaccines,Hyderabad,Chennai,4.36,84.49,0.055,428.7,Medium,Check Cooling System,Warning
2026-08-09 09:33:59.605872,CONT_001,Vaccines,Hyderabad,Chennai,2.2,70.65,0.011,137.39,Low,Continue Monitoring,Normal
2026-08-09 09:34:00.611209,CONT_004,Fruits,Nagpur,Delhi,8.16,78.37,0.029,561.96,High,Immediate Inspection,Critical
2026-08-09 09:34:01.618937,CONT_004,Fruits,Nagpur,Delhi,9.43,71.5,0.057,1410.31,High,Immediate Inspection,Critical
2026-08-09 09:34:02.629091,CONT_002,Seafood,Vizag,Mumbai,-0.69,66.05,0.04,70.04,Low,Continue Monitoring,Normal
2026-08-09 09:34:03.635009,CONT_004,Fruits,Nagpur,Delhi,9.58,87.24,0.097,1424.4,High,Immediate Inspection,Critical
2026-08-09 09:34:04.638411,CONT_004,Fruits,Nagpur,Delhi,10.1,88.98,0.012,1434.61,High,Immediate Inspection,Critical
2026-08-09 09:34:05.651520,CONT_003,Dairy,Bengaluru,Pune,3.91,80.14,0.058,331.73,Medium,Check Cooling System,Warning
2026-08-09 09:34:06.659385,CONT_002,Seafood,Vizag,Mumbai,0.32,71.96,0.063,820.33,Medium,Check Cooling System,Warning
2026-08-09 09:34:07.667097,CONT_002,Seafood,Vizag,Mumbai,3.56,65.08,0.011,865.41,Low,Continue Monitoring,Normal
2026-08-09 09:34:08.670321,CONT_003,Dairy,Bengaluru,Pune,4.23,68.78,0.066,786.59,Medium,Check Cooling System,Warning
2026-08-09 09:34:09.682701,CONT_002,Seafood,Vizag,Mumbai,2.99,69.08,0.022,1214.13,Low,Continue Monitoring,Normal
2026-08-09 09:34:10.691559,CONT_002,Seafood,Vizag,Mumbai,0.27,78.11,0.01,1462.6,Low,Continue Monitoring,Normal
2026-08-09 09:34:11.695945,CONT_004,Fruits,Nagpur,Delhi,7.02,60.71,0.054,500.66,Medium,Check Cooling System,Warning
2026-08-09 09:34:12.703192,CONT_002,Seafood,Vizag,Mumbai,-0.76,65.65,0.058,802.6,Medium,Check Cooling System,Warning
2026-08-09 09:34:13.713533,CONT_003,Dairy,Bengaluru,Pune,2.89,83.71,0.1,1028.97,High,Immediate Inspection,Critical
2026-08-09 09:34:14.721436,CONT_004,Fruits,Nagpur,Delhi,8.63,62.73,0.023,341.81,High,Immediate Inspection,Critical
2026-08-09 09:34:15.731565,CONT_001,Vaccines,Hyderabad,Chennai,5.3,69.39,0.012,37.06,Medium,Check Cooling System,Warning
2026-08-09 09:34:16.738058,CONT_002,Seafood,Vizag,Mumbai,2.19,81.92,0.086,1251.06,High,Immediate Inspection,Critical
2026-08-09 09:34:17.745296,CONT_001,Vaccines,Hyderabad,Chennai,4.96,87.44,0.02,326.87,Low,Continue Monitoring,Normal
2026-08-09 09:34:18.751021,CONT_003,Dairy,Bengaluru,Pune,3.76,85.05,0.083,834.83,High,Immediate Inspection,Critical
2026-08-09 09:34:19.761755,CONT_004,Fruits,Nagpur,Delhi,5.12,83.83,0.098,535.95,High,Immediate Inspection,Critical
2026-08-09 09:34:20.767582,CONT_003,Dairy,Bengaluru,Pune,1.91,89.38,0.021,1014.98,Low,Continue Monitoring,Normal
2026-08-09 09:34:21.776719,CONT_002,Seafood,Vizag,Mumbai,0.82,87.3,0.028,1467.59,Low,Continue Monitoring,Normal
2026-08-09 09:34:22.783801,CONT_001,Vaccines,Hyderabad,Chennai,6.09,82.02,0.063,438.41,Medium,Check Cooling System,Warning
2026-08-09 09:34:23.786240,CONT_003,Dairy,Bengaluru,Pune,3.42,65.58,0.089,1339.54,High,Immediate Inspection,Critical
2026-08-09 09:34:24.795934,CONT_002,Seafood,Vizag,Mumbai,-0.76,84.14,0.043,1200.1,Low,Continue Monitoring,Normal
2026-08-09 09:34:25.806602,CONT_002,Seafood,Vizag,Mumbai,-0.17,87.57,0.095,168.2,High,Immediate Inspection,Critical
2026-08-09 09:34:26.813193,CONT_003,Dairy,Bengaluru,Pune,2.31,89.55,0.099,687.46,High,Immediate Inspection,Critical
2026-08-09 09:34:27.819110,CONT_004,Fruits,Nagpur,Delhi,7.33,76.83,0.029,203.74,Medium,Check Cooling System,Warning
2026-08-09 09:34:28.828237,CONT_003,Dairy,Bengaluru,Pune,3.99,76.19,0.021,590.34,Low,Continue Monitoring,Normal
2026-08-09 09:34:29.836423,CONT_004,Fruits,Nagpur,Delhi,10.05,74.86,0.025,1128.84,High,Immediate Inspection,Critical
2026-08-09 09:34:30.846979,CONT_001,Vaccines,Hyderabad,Chennai,6.1,67.25,0.092,1067.08,High,Immediate Inspection,Critical
2026-08-09 09:34:31.858639,CONT_003,Dairy,Bengaluru,Pune,3.59,81.81,0.02,1184.04,Low,Continue Monitoring,Normal
2026-08-09 09:34:32.865907,CONT_003,Dairy,Bengaluru,Pune,3.0,61.98,0.063,665.95,Medium,Check Cooling System,Warning
2026-08-09 09:34:33.872644,CONT_003,Dairy,Bengaluru,Pune,1.22,80.65,0.057,144.78,Medium,Check Cooling System,Warning
2026-08-09 09:34:34.879335,CONT_002,Seafood,Vizag,Mumbai,-0.21,84.81,0.027,1238.5,Low,Continue Monitoring,Normal
2026-08-09 09:34:35.886180,CONT_001,Vaccines,Hyderabad,Chennai,3.14,75.31,0.083,1136.91,High,Immediate Inspection,Critical
2026-08-09 09:34:36.892912,CONT_001,Vaccines,Hyderabad,Chennai,4.35,62.92,0.016,599.66,Low,Continue Monitoring,Normal
2026-08-09 09:34:37.901461,CONT_003,Dairy,Bengaluru,Pune,4.57,81.55,0.069,264.46,Medium,Check Cooling System,Warning
2026-08-09 09:34:38.908634,CONT_001,Vaccines,Hyderabad,Chennai,7.61,64.16,0.076,1356.29,Medium,Check Cooling System,Warning
2026-08-09 09:34:39.915907,CONT_001,Vaccines,Hyderabad,Chennai,5.61,63.54,0.062,1398.52,Medium,Check Cooling System,Warning
2026-08-09 09:34:40.923004,CONT_001,Vaccines,Hyderabad,Chennai,6.13,87.71,0.011,1312.34,Medium,Check Cooling System,Warning
2026-08-09 09:34:41.932133,CONT_003,Dairy,Bengaluru,Pune,1.2,89.26,0.016,1457.95,Low,Continue Monitoring,Normal
2026-08-09 09:34:42.938776,CONT_002,Seafood,Vizag,Mumbai,-0.18,71.45,0.092,1304.56,High,Immediate Inspection,Critical
2026-08-09 09:34:43.946222,CONT_004,Fruits,Nagpur,Delhi,6.37,89.8,0.05,141.87,Medium,Check Cooling System,Warning
2026-08-09 09:34:44.954005,CONT_002,Seafood,Vizag,Mumbai,2.05,78.6,0.048,302.02,Low,Continue Monitoring,Normal
2026-08-09 09:34:45.962136,CONT_001,Vaccines,Hyderabad,Chennai,6.26,84.99,0.082,1497.86,High,Immediate Inspection,Critical
2026-08-09 09:34:46.975849,CONT_003,Dairy,Bengaluru,Pune,2.1,73.37,0.039,459.18,Low,Continue Monitoring,Normal
2026-08-09 09:34:47.993178,CONT_002,Seafood,Vizag,Mumbai,3.92,81.36,0.03,368.8,Low,Continue Monitoring,Normal
2026-08-09 09:34:49.000944,CONT_003,Dairy,Bengaluru,Pune,3.41,69.11,0.034,202.96,Low,Continue Monitoring,Normal
2026-08-09 09:34:50.010967,CONT_004,Fruits,Nagpur,Delhi,9.28,81.33,0.039,192.66,High,Immediate Inspection,Critical
2026-08-09 09:34:51.019697,CONT_001,Vaccines,Hyderabad,Chennai,7.75,81.38,0.063,493.27,Medium,Check Cooling System,Warning
2026-08-09 09:34:52.027900,CONT_002,Seafood,Vizag,Mumbai,3.96,87.5,0.022,182.6,Low,Continue Monitoring,Normal
2026-08-09 09:34:53.037020,CONT_002,Seafood,Vizag,Mumbai,1.98,60.75,0.034,443.19,Low,Continue Monitoring,Normal
2026-08-09 09:34:54.043817,CONT_001,Vaccines,Hyderabad,Chennai,5.3,80.69,0.027,124.43,Medium,Check Cooling System,Warning
2026-08-09 09:34:55.053090,CONT_001,Vaccines,Hyderabad,Chennai,2.68,85.6,0.096,347.69,High,Immediate Inspection,Critical
2026-08-09 09:34:56.059762,CONT_002,Seafood,Vizag,Mumbai,1.47,64.04,0.036,655.82,Low,Continue Monitoring,Normal
2026-08-09 09:34:57.067340,CONT_002,Seafood,Vizag,Mumbai,-1.09,88.32,0.067,440.47,Medium,Check Cooling System,Warning
2026-08-09 09:34:58.073697,CONT_002,Seafood,Vizag,Mumbai,1.23,64.38,0.076,1368.55,Medium,Check Cooling System,Warning
2026-08-09 09:34:59.089463,CONT_003,Dairy,Bengaluru,Pune,2.87,70.0,0.092,1214.46,High,Immediate Inspection,Critical
2026-08-09 09:35:00.096103,CONT_004,Fruits,Nagpur,Delhi,10.08,69.12,0.061,501.33,High,Immediate Inspection,Critical
2026-08-09 09:35:01.103299,CONT_003,Dairy,Bengaluru,Pune,2.52,66.26,0.081,809.35,High,Immediate Inspection,Critical
2026-08-09 09:35:02.105060,CONT_004,Fruits,Nagpur,Delhi,4.82,69.33,0.098,1007.45,High,Immediate Inspection,Critical
2026-08-09 09:35:03.118091,CONT_003,Dairy,Bengaluru,Pune,4.4,72.96,0.099,851.57,High,Immediate Inspection,Critical
2026-08-09 09:35:04.125419,CONT_004,Fruits,Nagpur,Delhi,10.72,88.83,0.055,318.93,High,Immediate Inspection,Critical
2026-08-09 09:35:05.132135,CONT_003,Dairy,Bengaluru,Pune,1.61,86.36,0.016,78.18,Low,Continue Monitoring,Normal
2026-08-09 09:35:06.139187,CONT_004,Fruits,Nagpur,Delhi,11.94,72.81,0.021,36.05,High,Immediate Inspection,Critical
2026-08-09 09:35:07.146291,CONT_001,Vaccines,Hyderabad,Chennai,6.88,83.08,0.087,1239.18,High,Immediate Inspection,Critical
2026-08-09 09:35:08.154649,CONT_002,Seafood,Vizag,Mumbai,2.96,68.14,0.091,880.52,High,Immediate Inspection,Critical
2026-08-09 09:35:09.163417,CONT_001,Vaccines,Hyderabad,Chennai,3.94,61.85,0.084,222.26,High,Immediate Inspection,Critical
2026-08-09 09:35:10.170058,CONT_001,Vaccines,Hyderabad,Chennai,6.06,88.7,0.031,1193.37,Medium,Check Cooling System,Warning
2026-08-09 09:35:11.180589,CONT_001,Vaccines,Hyderabad,Chennai,5.53,80.46,0.022,632.32,Medium,Check Cooling System,Warning
2026-08-09 09:35:12.187062,CONT_003,Dairy,Bengaluru,Pune,4.92,76.25,0.035,1027.79,Low,Continue Monitoring,Normal
2026-08-09 09:35:13.196291,CONT_002,Seafood,Vizag,Mumbai,3.07,64.78,0.082,994.25,High,Immediate Inspection,Critical
2026-08-09 09:35:14.205954,CONT_001,Vaccines,Hyderabad,Chennai,6.26,90.0,0.081,1208.71,High,Immediate Inspection,Critical
2026-08-09 09:35:15.212231,CONT_003,Dairy,Bengaluru,Pune,3.67,66.9,0.062,1288.03,Medium,Check Cooling System,Warning
2026-08-09 09:35:16.216502,CONT_002,Seafood,Vizag,Mumbai,-0.67,63.51,0.025,1463.17,Low,Continue Monitoring,Normal
2026-08-09 09:35:17.225306,CONT_002,Seafood,Vizag,Mumbai,-1.05,86.07,0.042,238.73,Low,Continue Monitoring,Normal
2026-08-09 09:35:18.233688,CONT_004,Fruits,Nagpur,Delhi,7.79,85.33,0.065,1367.0,Medium,Check Cooling System,Warning
2026-08-09 09:35:19.240797,CONT_003,Dairy,Bengaluru,Pune,1.33,88.79,0.074,477.73,Medium,Check Cooling System,Warning
2026-08-09 09:35:20.244470,CONT_002,Seafood,Vizag,Mumbai,2.74,66.45,0.09,456.36,High,Immediate Inspection,Critical
2026-08-09 09:35:21.254464,CONT_001,Vaccines,Hyderabad,Chennai,5.53,80.6,0.03,107.35,Medium,Check Cooling System,Warning
2026-08-09 09:35:22.265024,CONT_003,Dairy,Bengaluru,Pune,4.24,62.8,0.091,1252.67,High,Immediate Inspection,Critical
2026-08-09 09:35:23.271752,CONT_002,Seafood,Vizag,Mumbai,2.08,77.77,0.075,1185.81,Medium,Check Cooling System,Warning
2026-08-09 09:35:24.279201,CONT_001,Vaccines,Hyderabad,Chennai,6.54,79.22,0.024,809.19,Medium,Check Cooling System,Warning
2026-08-09 09:35:25.285550,CONT_004,Fruits,Nagpur,Delhi,4.22,65.61,0.079,1002.83,Medium,Check Cooling System,Warning
2026-08-09 09:35:26.292351,CONT_004,Fruits,Nagpur,Delhi,5.5,85.14,0.071,1145.47,Medium,Check Cooling System,Warning
2026-08-09 09:35:27.302361,CONT_004,Fruits,Nagpur,Delhi,5.19,87.39,0.049,491.39,Medium,Check Cooling System,Warning
2026-08-09 09:35:28.312711,CONT_002,Seafood,Vizag,Mumbai,-1.63,88.74,0.065,812.5,Medium,Check Cooling System,Warning
2026-08-09 09:35:29.318150,CONT_004,Fruits,Nagpur,Delhi,7.24,78.49,0.065,107.17,Medium,Check Cooling System,Warning
2026-08-09 09:35:30.324999,CONT_004,Fruits,Nagpur,Delhi,7.46,71.38,0.066,457.74,Medium,Check Cooling System,Warning
2026-08-09 09:35:31.335657,CONT_004,Fruits,Nagpur,Delhi,9.08,62.44,0.036,1039.29,High,Immediate Inspection,Critical
2026-08-09 09:35:32.343568,CONT_004,Fruits,Nagpur,Delhi,11.96,65.13,0.019,474.01,High,Immediate Inspection,Critical
2026-08-09 09:35:33.352166,CONT_001,Vaccines,Hyderabad,Chennai,4.54,83.48,0.027,1292.38,Low,Continue Monitoring,Normal
2026-08-09 09:35:34.358708,CONT_002,Seafood,Vizag,Mumbai,2.24,70.07,0.075,567.66,Medium,Check Cooling System,Warning
2026-08-09 09:35:35.365951,CONT_001,Vaccines,Hyderabad,Chennai,4.11,61.18,0.069,571.94,Medium,Check Cooling System,Warning
2026-08-09 09:35:36.371992,CONT_002,Seafood,Vizag,Mumbai,-0.97,77.87,0.078,1391.44,Medium,Check Cooling System,Warning
2026-08-09 09:35:37.380296,CONT_001,Vaccines,Hyderabad,Chennai,3.84,86.43,0.08,783.55,Medium,Check Cooling System,Warning
2026-08-09 09:35:38.386900,CONT_001,Vaccines,Hyderabad,Chennai,5.28,83.7,0.015,1481.35,Medium,Check Cooling System,Warning
2026-08-09 09:35:39.393693,CONT_001,Vaccines,Hyderabad,Chennai,2.99,66.4,0.049,437.72,Low,Continue Monitoring,Normal
2026-08-09 09:35:40.401317,CONT_001,Vaccines,Hyderabad,Chennai,5.82,62.91,0.061,810.67,Medium,Check Cooling System,Warning
2026-08-09 09:35:41.415340,CONT_003,Dairy,Bengaluru,Pune,1.5,65.79,0.055,1324.32,Medium,Check Cooling System,Warning
2026-08-09 09:35:42.423626,CONT_002,Seafood,Vizag,Mumbai,1.61,69.62,0.084,771.42,High,Immediate Inspection,Critical
2026-08-09 09:35:43.432041,CONT_004,Fruits,Nagpur,Delhi,9.69,78.15,0.016,457.76,High,Immediate Inspection,Critical
2026-08-09 09:35:44.439840,CONT_003,Dairy,Bengaluru,Pune,1.75,60.73,0.091,1041.45,High,Immediate Inspection,Critical
2026-08-09 09:35:45.444847,CONT_004,Fruits,Nagpur,Delhi,11.09,65.12,0.085,74.61,High,Immediate Inspection,Critical
2026-08-09 09:35:46.455249,CONT_003,Dairy,Bengaluru,Pune,3.27,82.05,0.082,958.14,High,Immediate Inspection,Critical
2026-08-09 09:35:47.462105,CONT_002,Seafood,Vizag,Mumbai,-1.72,63.7,0.026,1026.12,Low,Continue Monitoring,Normal
2026-08-09 09:35:48.469340,CONT_002,Seafood,Vizag,Mumbai,2.82,88.42,0.036,1276.9,Low,Continue Monitoring,Normal
2026-08-09 09:35:49.477117,CONT_001,Vaccines,Hyderabad,Chennai,5.15,81.77,0.013,353.76,Medium,Check Cooling System,Warning
2026-08-09 09:35:50.484266,CONT_001,Vaccines,Hyderabad,Chennai,7.91,78.39,0.098,1482.12,High,Immediate Inspection,Critical
2026-08-09 09:35:51.490884,CONT_001,Vaccines,Hyderabad,Chennai,7.71,72.76,0.012,418.92,Medium,Check Cooling System,Warning
2026-08-09 09:35:52.496561,CONT_002,Seafood,Vizag,Mumbai,-1.12,62.36,0.079,1170.5,Medium,Check Cooling System,Warning
2026-08-09 09:35:53.505444,CONT_002,Seafood,Vizag,Mumbai,2.33,72.78,0.02,1149.67,Low,Continue Monitoring,Normal
2026-08-09 09:35:54.513052,CONT_002,Seafood,Vizag,Mumbai,1.69,70.31,0.077,130.65,Medium,Check Cooling System,Warning
2026-08-09 09:35:55.519993,CONT_002,Seafood,Vizag,Mumbai,2.64,80.98,0.016,805.82,Low,Continue Monitoring,Normal
2026-08-09 09:35:56.533895,CONT_004,Fruits,Nagpur,Delhi,11.15,79.03,0.022,190.44,High,Immediate Inspection,Critical
2026-08-09 09:35:57.540661,CONT_003,Dairy,Bengaluru,Pune,4.0,66.38,0.026,616.62,Low,Continue Monitoring,Normal
2026-08-09 09:35:58.548117,CONT_001,Vaccines,Hyderabad,Chennai,5.34,80.87,0.077,1490.92,Medium,Check Cooling System,Warning
2026-08-09 09:35:59.554318,CONT_004,Fruits,Nagpur,Delhi,4.37,75.8,0.085,375.16,High,Immediate Inspection,Critical
2026-08-09 09:36:00.561319,CONT_004,Fruits,Nagpur,Delhi,9.4,76.28,0.071,1255.44,High,Immediate Inspection,Critical
2026-08-09 09:36:01.567087,CONT_003,Dairy,Bengaluru,Pune,1.83,74.2,0.077,677.72,Medium,Check Cooling System,Warning
2026-08-09 09:36:02.574160,CONT_003,Dairy,Bengaluru,Pune,1.9,71.05,0.098,1499.49,High,Immediate Inspection,Critical
2026-08-09 09:36:03.580721,CONT_001,Vaccines,Hyderabad,Chennai,5.34,67.47,0.075,702.93,Medium,Check Cooling System,Warning
2026-08-09 09:36:04.589767,CONT_001,Vaccines,Hyderabad,Chennai,6.8,67.23,0.026,288.99,Medium,Check Cooling System,Warning
2026-08-09 09:36:05.596235,CONT_003,Dairy,Bengaluru,Pune,3.86,74.58,0.026,541.58,Low,Continue Monitoring,Normal
2026-08-09 09:36:06.603656,CONT_002,Seafood,Vizag,Mumbai,2.74,86.28,0.04,952.49,Low,Continue Monitoring,Normal
2026-08-09 09:36:07.610868,CONT_003,Dairy,Bengaluru,Pune,2.27,70.58,0.012,1463.87,Low,Continue Monitoring,Normal
2026-08-09 09:36:08.619794,CONT_003,Dairy,Bengaluru,Pune,1.39,87.8,0.024,1261.17,Low,Continue Monitoring,Normal
2026-08-09 09:36:09.626657,CONT_002,Seafood,Vizag,Mumbai,0.73,79.39,0.071,438.27,Medium,Check Cooling System,Warning
2026-08-09 09:36:10.636904,CONT_002,Seafood,Vizag,Mumbai,3.87,85.94,0.066,1220.37,Medium,Check Cooling System,Warning
2026-08-09 09:36:11.644265,CONT_002,Seafood,Vizag,Mumbai,3.0,80.4,0.041,975.67,Low,Continue Monitoring,Normal
2026-08-09 09:36:12.651494,CONT_002,Seafood,Vizag,Mumbai,-1.99,64.28,0.014,1193.33,Low,Continue Monitoring,Normal
2026-08-09 09:36:13.659082,CONT_001,Vaccines,Hyderabad,Chennai,3.8,84.28,0.058,1209.9,Medium,Check Cooling System,Warning
2026-08-09 09:36:14.666659,CONT_003,Dairy,Bengaluru,Pune,4.47,68.28,0.051,1421.78,Medium,Check Cooling System,Warning
2026-08-09 09:36:15.673995,CONT_004,Fruits,Nagpur,Delhi,9.03,62.48,0.074,808.01,High,Immediate Inspection,Critical
2026-08-09 09:36:16.680529,CONT_003,Dairy,Bengaluru,Pune,4.94,66.23,0.097,199.03,High,Immediate Inspection,Critical
2026-08-09 09:36:17.697001,CONT_001,Vaccines,Hyderabad,Chennai,3.18,88.62,0.076,775.76,Medium,Check Cooling System,Warning
2026-08-09 09:36:18.703604,CONT_002,Seafood,Vizag,Mumbai,-1.42,67.99,0.015,177.51,Low,Continue Monitoring,Normal
2026-08-09 09:36:19.711937,CONT_001,Vaccines,Hyderabad,Chennai,6.28,74.43,0.061,591.46,Medium,Check Cooling System,Warning
2026-08-09 09:36:20.718615,CONT_002,Seafood,Vizag,Mumbai,-1.79,63.36,0.082,311.43,High,Immediate Inspection,Critical
2026-08-09 09:36:21.720555,CONT_001,Vaccines,Hyderabad,Chennai,2.88,83.04,0.051,708.7,Medium,Check Cooling System,Warning
2026-08-09 09:36:22.737338,CONT_004,Fruits,Nagpur,Delhi,5.18,89.2,0.023,743.34,Medium,Check Cooling System,Warning
2026-08-09 09:36:23.747863,CONT_001,Vaccines,Hyderabad,Chennai,7.87,85.53,0.055,742.26,Medium,Check Cooling System,Warning
2026-08-09 09:36:24.755043,CONT_004,Fruits,Nagpur,Delhi,7.67,79.69,0.024,690.27,Medium,Check Cooling System,Warning
2026-08-09 09:36:25.756327,CONT_002,Seafood,Vizag,Mumbai,-0.02,80.36,0.093,913.7,High,Immediate Inspection,Critical
2026-08-09 09:36:26.769045,CONT_001,Vaccines,Hyderabad,Chennai,5.0,72.99,0.017,1334.37,Low,Continue Monitoring,Normal
2026-08-09 09:36:27.776867,CONT_001,Vaccines,Hyderabad,Chennai,6.69,64.51,0.097,37.58,High,Immediate Inspection,Critical
2026-08-09 09:36:28.783751,CONT_004,Fruits,Nagpur,Delhi,10.8,74.39,0.024,1290.94,High,Immediate Inspection,Critical
2026-08-09 09:36:29.792457,CONT_003,Dairy,Bengaluru,Pune,1.71,69.11,0.056,225.38,Medium,Check Cooling System,Warning
2026-08-09 09:36:30.799233,CONT_003,Dairy,Bengaluru,Pune,4.27,66.61,0.045,1112.65,Low,Continue Monitoring,Normal
2026-08-09 09:36:31.806258,CONT_002,Seafood,Vizag,Mumbai,3.3,88.78,0.058,257.07,Medium,Check Cooling System,Warning
2026-08-09 09:36:32.813278,CONT_001,Vaccines,Hyderabad,Chennai,5.39,60.5,0.046,192.61,Medium,Check Cooling System,Warning
2026-08-09 09:36:33.818231,CONT_002,Seafood,Vizag,Mumbai,-0.53,79.42,0.046,417.1,Low,Continue Monitoring,Normal
2026-08-09 09:36:34.824616,CONT_003,Dairy,Bengaluru,Pune,4.55,77.33,0.091,750.65,High,Immediate Inspection,Critical
2026-08-09 09:36:35.835205,CONT_004,Fruits,Nagpur,Delhi,9.4,66.95,0.054,868.98,High,Immediate Inspection,Critical
2026-08-09 09:36:36.842581,CONT_002,Seafood,Vizag,Mumbai,1.07,66.71,0.041,1188.76,Low,Continue Monitoring,Normal
2026-08-09 09:36:37.850145,CONT_002,Seafood,Vizag,Mumbai,0.14,63.46,0.019,444.86,Low,Continue Monitoring,Normal
2026-08-09 09:36:38.856556,CONT_001,Vaccines,Hyderabad,Chennai,3.69,68.54,0.093,1188.52,High,Immediate Inspection,Critical
2026-08-09 09:36:39.862001,CONT_002,Seafood,Vizag,Mumbai,-0.52,79.11,0.058,1156.37,Medium,Check Cooling System,Warning
2026-08-09 09:36:40.868204,CONT_002,Seafood,Vizag,Mumbai,0.71,70.62,0.069,626.3,Medium,Check Cooling System,Warning
2026-08-09 09:36:41.878180,CONT_003,Dairy,Bengaluru,Pune,1.37,83.1,0.059,127.46,Medium,Check Cooling System,Warning
2026-08-09 09:36:42.885835,CONT_004,Fruits,Nagpur,Delhi,7.6,68.8,0.043,870.39,Medium,Check Cooling System,Warning
2026-08-09 09:36:43.890935,CONT_002,Seafood,Vizag,Mumbai,0.21,68.06,0.05,534.63,Low,Continue Monitoring,Normal
2026-08-09 09:36:44.900120,CONT_002,Seafood,Vizag,Mumbai,3.37,73.76,0.094,923.01,High,Immediate Inspection,Critical
2026-08-09 09:36:45.907994,CONT_004,Fruits,Nagpur,Delhi,5.03,74.67,0.091,1333.22,High,Immediate Inspection,Critical
2026-08-09 09:36:46.914551,CONT_003,Dairy,Bengaluru,Pune,1.52,77.1,0.017,972.33,Low,Continue Monitoring,Normal
2026-08-09 09:36:47.921342,CONT_001,Vaccines,Hyderabad,Chennai,6.05,71.1,0.078,295.75,Medium,Check Cooling System,Warning
2026-08-09 09:36:48.923157,CONT_001,Vaccines,Hyderabad,Chennai,2.74,71.75,0.049,399.12,Low,Continue Monitoring,Normal
2026-08-09 09:36:49.934614,CONT_003,Dairy,Bengaluru,Pune,3.15,86.17,0.089,806.0,High,Immediate Inspection,Critical
2026-08-09 09:36:50.942714,CONT_003,Dairy,Bengaluru,Pune,1.48,69.73,0.02,956.6,Low,Continue Monitoring,Normal
2026-08-09 09:36:51.949654,CONT_001,Vaccines,Hyderabad,Chennai,7.7,82.6,0.074,387.59,Medium,Check Cooling System,Warning
2026-08-09 09:36:52.956388,CONT_002,Seafood,Vizag,Mumbai,0.55,69.69,0.091,821.03,High,Immediate Inspection,Critical
2026-08-09 09:36:53.964686,CONT_002,Seafood,Vizag,Mumbai,0.48,69.29,0.077,1228.43,Medium,Check Cooling System,Warning
2026-08-09 09:36:54.965906,CONT_003,Dairy,Bengaluru,Pune,2.5,63.58,0.068,1345.93,Medium,Check Cooling System,Warning
2026-08-09 09:36:55.977879,CONT_001,Vaccines,Hyderabad,Chennai,2.3,74.74,0.058,73.98,Medium,Check Cooling System,Warning
2026-08-09 09:36:56.984835,CONT_002,Seafood,Vizag,Mumbai,-1.92,79.24,0.045,85.6,Low,Continue Monitoring,Normal
2026-08-09 09:36:57.992934,CONT_003,Dairy,Bengaluru,Pune,3.12,65.61,0.06,1340.36,Medium,Check Cooling System,Warning
2026-08-09 09:36:59.000368,CONT_001,Vaccines,Hyderabad,Chennai,3.38,89.23,0.022,880.98,Low,Continue Monitoring,Normal
2026-08-09 09:37:00.007971,CONT_004,Fruits,Nagpur,Delhi,8.85,63.91,0.094,342.0,High,Immediate Inspection,Critical
2026-08-09 09:37:01.016002,CONT_001,Vaccines,Hyderabad,Chennai,5.57,86.23,0.053,1077.94,Medium,Check Cooling System,Warning
2026-08-09 09:37:02.023080,CONT_003,Dairy,Bengaluru,Pune,4.89,82.06,0.014,36.61,Low,Continue Monitoring,Normal
2026-08-09 09:37:03.029368,CONT_002,Seafood,Vizag,Mumbai,0.98,65.76,0.039,314.25,Low,Continue Monitoring,Normal
2026-08-09 09:37:04.035944,CONT_001,Vaccines,Hyderabad,Chennai,2.34,85.85,0.079,505.26,Medium,Check Cooling System,Warning
2026-08-09 09:37:05.044775,CONT_001,Vaccines,Hyderabad,Chennai,7.84,87.49,0.04,1465.2,Medium,Check Cooling System,Warning
2026-08-09 09:37:06.051759,CONT_002,Seafood,Vizag,Mumbai,1.71,79.3,0.021,1087.16,Low,Continue Monitoring,Normal
2026-08-09 09:37:07.059037,CONT_002,Seafood,Vizag,Mumbai,-1.51,61.9,0.033,324.48,Low,Continue Monitoring,Normal
2026-08-09 09:37:08.066211,CONT_003,Dairy,Bengaluru,Pune,3.98,82.55,0.036,244.5,Low,Continue Monitoring,Normal
2026-08-09 09:37:09.072631,CONT_001,Vaccines,Hyderabad,Chennai,4.9,60.31,0.04,296.71,Low,Continue Monitoring,Normal
2026-08-09 09:37:10.080327,CONT_001,Vaccines,Hyderabad,Chennai,3.31,64.72,0.028,1453.07,Low,Continue Monitoring,Normal
2026-08-09 09:37:11.089774,CONT_002,Seafood,Vizag,Mumbai,0.75,76.76,0.092,499.72,High,Immediate Inspection,Critical
2026-08-09 09:37:12.098650,CONT_002,Seafood,Vizag,Mumbai,-1.12,76.64,0.054,734.64,Medium,Check Cooling System,Warning
2026-08-09 09:37:13.102642,CONT_002,Seafood,Vizag,Mumbai,1.45,87.28,0.062,207.41,Medium,Check Cooling System,Warning
2026-08-09 09:37:14.114208,CONT_002,Seafood,Vizag,Mumbai,1.88,82.41,0.097,188.5,High,Immediate Inspection,Critical
2026-08-09 09:37:15.118857,CONT_002,Seafood,Vizag,Mumbai,-1.13,68.1,0.067,606.19,Medium,Check Cooling System,Warning
